"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "4.16 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "Aux26", "4.16 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "Aux27", "4.16 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "Aux28", "4.16 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "Aux29", "4.16 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25", "Aux30"
1838, 2409.28, 585.165, 3356.23, 3549.99, 2365.57, 1301.52, 3273, 3735.69, 83.6229, 0, 85.0581, 0, 43.7187, 87.2516, 83.2662, 166.882, 43.7187, 87.2516, 0, 0, 83.2662, 0, 43.7187, 1.77511E-005, 40.7641, 1.39876, 42.1629, 1.55575, 0, 0, 0, 0, 43.7187, 0, 0, 0, 0, 0, 0, 43.7187, 0, 0, 0, 0, 0, 0, 1.77511E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2365.57, 0, 0, 0, 0, 0, 0
1839, 2409.05, 585.016, 3356.23, 3549.99, 2365.34, 1301.39, 3273, 3735.69, 83.3729, 0, 84.7947, 0, 43.7104, 87.2351, 83.2662, 166.882, 43.7104, 87.2351, 0, 0, 83.2662, 0, 43.7104, 1.77466E-005, 40.7565, 1.39851, 42.155, 1.55546, 0, 0, 0, 0, 43.7104, 0, 0, 0, 0, 0, 0, 43.7104, 0, 0, 0, 0, 0, 0, 1.77466E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2365.34, 0, 0, 0, 0, 0, 0
1840, 2380.2, 566.854, 3356.23, 3549.99, 2337.43, 1286.11, 3273, 3735.69, 52.0275, 0, 52.2345, 0, 42.7018, 85.2056, 83.2662, 166.882, 42.7018, 85.2056, 0, 0, 83.2662, 0, 42.7018, 1.74086E-005, 39.8188, 1.36388, 41.1827, 1.51915, 0, 0, 0, 0, 42.7018, 0, 0, 0, 0, 0, 0, 42.7018, 0, 0, 0, 0, 0, 0, 1.74086E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2337.43, 0, 0, 0, 0, 0, 0
1841, 2372.24, 561.85, 3356.23, 3549.99, 2329.8, 1281.89, 3273, 3735.69, 43.3423, 0, 43.359, 0, 42.4259, 84.6501, 83.2662, 166.882, 42.4259, 84.6501, 0, 0, 83.2662, 0, 42.4259, 1.73142E-005, 39.5626, 1.35417, 40.9167, 1.50917, 0, 0, 0, 0, 42.4259, 0, 0, 0, 0, 0, 0, 42.4259, 0, 0, 0, 0, 0, 0, 1.73142E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2329.8, 0, 0, 0, 0, 0, 0
1842, 2416.85, 589.933, 3356.23, 3549.99, 2372.97, 1305.52, 3273, 3735.69, 91.8024, 0, 93.6943, 0, 43.9853, 87.7879, 83.2662, 166.882, 43.9853, 87.7879, 0, 0, 83.2662, 0, 43.9853, 1.78405E-005, 41.0124, 1.40764, 42.42, 1.56531, 0, 0, 0, 0, 43.9853, 0, 0, 0, 0, 0, 0, 43.9853, 0, 0, 0, 0, 0, 0, 1.78405E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2372.97, 0, 0, 0, 0, 0, 0
1843, 2656.03, 738.116, 3356.23, 3549.99, 2603.02, 1431.91, 3273, 3735.69, 351.011, 0, 396.391, 0, 52.9842, 105.899, 83.2662, 166.882, 52.9842, 105.899, 0, 0, 83.2662, 0, 52.9842, 2.09933E-005, 49.377, 1.72618, 51.1032, 1.88099, 0, 0, 0, 0, 52.9842, 0, 0, 0, 0, 0, 0, 52.9842, 0, 0, 0, 0, 0, 0, 2.09933E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2603.02, 0, 0, 0, 0, 0, 0
1844, 2813.48, 820.574, 3356.23, 3549.99, 2754.78, 1515.8, 3273, 3735.69, 502.36, 0, 598.796, 0, 58.7258, 117.468, 83.2662, 166.882, 58.7258, 117.468, 0, 0, 83.2662, 0, 58.7257, 2.30791E-005, 54.7364, 1.91384, 56.6503, 2.07544, 0, 0, 0, 0, 58.7258, 0, 0, 0, 0, 0, 0, 58.7257, 0, 0, 0, 0, 0, 0, 2.30791E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2754.78, 0, 0, 0, 0, 0, 0
1845, 2706.02, 751.919, 3356.23, 3549.99, 2651.69, 1459.24, 3273, 3735.69, 386.601, 0, 441.984, 0, 54.3055, 108.568, 83.2662, 166.882, 54.3055, 108.568, 0, 0, 83.2662, 0, 54.3054, 2.1521E-005, 50.6209, 1.76379, 52.3847, 1.92071, 0, 0, 0, 0, 54.3055, 0, 0, 0, 0, 0, 0, 54.3054, 0, 0, 0, 0, 0, 0, 2.1521E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2651.69, 0, 0, 0, 0, 0, 0
1846, 2493.47, 623.837, 3356.23, 3549.99, 2447.28, 1346.9, 3273, 3735.69, 158.243, 0, 165.835, 0, 46.2068, 92.2401, 83.2662, 166.882, 46.2068, 92.2401, 0, 0, 83.2662, 0, 46.2067, 1.86433E-005, 43.0756, 1.49135, 44.5669, 1.63983, 0, 0, 0, 0, 46.2068, 0, 0, 0, 0, 0, 0, 46.2067, 0, 0, 0, 0, 0, 0, 1.86433E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2447.28, 0, 0, 0, 0, 0, 0
1847, 2133.67, 408.513, 3356.23, 3549.99, 2099.34, 1155.71, 3273, 3735.69, 0, 0, 0, 0, 34.3529, 68.3939, 83.2662, 166.882, 34.3529, 68.3939, 0, 0, 83.2662, 0, 34.3529, 1.45791E-005, 32.0493, 1.08424, 33.1336, 1.21937, 0, 0, 0, 0, 34.3529, 0, 0, 0, 0, 0, 0, 34.3529, 0, 0, 0, 0, 0, 0, 1.45791E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2099.34, 0, 0, 0, 0, 0, 0
1848, 1801.16, 223.873, 3356.23, 3549.99, 1775.51, 977.299, 3273, 3735.69, 0, 0, 0, 0, 25.6417, 50.878, 83.2662, 166.882, 25.6417, 50.878, 0, 0, 83.2662, 0, 25.6416, 1.17428E-005, 23.9711, 0.772424, 24.7435, 0.89815, 0, 0, 0, 0, 25.6417, 0, 0, 0, 0, 0, 0, 25.6416, 0, 0, 0, 0, 0, 0, 1.17428E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1775.51, 0, 0, 0, 0, 0, 0
1849, 1604.18, 103.518, 3356.23, 3549.99, 1582.93, 871.447, 3273, 3735.69, 0, 0, 0, 0, 21.2371, 42.0269, 83.2662, 166.882, 21.2371, 42.0269, 0, 0, 83.2662, 0, 21.2371, 1.04939E-005, 19.9049, 0.608157, 20.513, 0.724049, 0, 0, 0, 0, 21.2371, 0, 0, 0, 0, 0, 0, 21.2371, 0, 0, 0, 0, 0, 0, 1.04939E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1582.93, 0, 0, 0, 0, 0, 0
1850, 1497.15, 48.9033, 3356.23, 3549.99, 1477.9, 813.406, 3273, 3735.69, 0, 0, 0, 0, 19.2484, 38.0417, 83.2662, 166.882, 19.2484, 38.0417, 0, 0, 83.2662, 0, 19.2484, 9.91559E-006, 18.0691, 0.534087, 18.6032, 0.645158, 0, 0, 0, 0, 19.2484, 0, 0, 0, 0, 0, 0, 19.2484, 0, 0, 0, 0, 0, 0, 9.91559E-006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1477.9, 0, 0, 0, 0, 0, 0
1851, 1443.34, 16.3304, 3356.23, 3549.99, 1425.04, 784.378, 3273, 3735.69, 0, 0, 0, 0, 18.2548, 36.0462, 83.2662, 166.882, 18.2548, 36.0462, 0, 0, 83.2662, 0, 18.2548, 9.66505E-006, 17.1554, 0.495447, 17.6508, 0.603992, 0, 0, 0, 0, 18.2548, 0, 0, 0, 0, 0, 0, 18.2548, 0, 0, 0, 0, 0, 0, 9.66505E-006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1425.04, 0, 0, 0, 0, 0, 0
1852, 1439.85, 14.2237, 3356.23, 3549.99, 1421.66, 782.491, 3273, 3735.69, 0, 0, 0, 0, 18.192, 35.92, 83.2662, 166.882, 18.192, 35.92, 0, 0, 83.2662, 0, 18.192, 9.65209E-006, 17.0978, 0.492881, 17.5907, 0.60136, 0, 0, 0, 0, 18.192, 0, 0, 0, 0, 0, 0, 18.192, 0, 0, 0, 0, 0, 0, 9.65209E-006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1421.66, 0, 0, 0, 0, 0, 0
1853, 1478.17, 37.4114, 3356.23, 3549.99, 1459.32, 803.168, 3273, 3735.69, 0, 0, 0, 0, 18.8918, 37.3254, 83.2662, 166.882, 18.8918, 37.3254, 0, 0, 83.2662, 0, 18.8918, 9.82999E-006, 17.7412, 0.520173, 18.2613, 0.630436, 0, 0, 0, 0, 18.8918, 0, 0, 0, 0, 0, 0, 18.8918, 0, 0, 0, 0, 0, 0, 9.82999E-006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1459.32, 0, 0, 0, 0, 0, 0
1854, 1641.83, 136.848, 3356.23, 3549.99, 1619.64, 891.299, 3273, 3735.69, 0, 0, 0, 0, 22.1845, 43.9414, 83.2662, 166.882, 22.1845, 43.9414, 0, 0, 83.2662, 0, 22.1845, 1.07119E-005, 20.7741, 0.646592, 21.4207, 0.763854, 0, 0, 0, 0, 22.1845, 0, 0, 0, 0, 0, 0, 22.1845, 0, 0, 0, 0, 0, 0, 1.07119E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1619.64, 0, 0, 0, 0, 0, 0
1855, 1950.01, 316.094, 3356.23, 3549.99, 1920.23, 1056.54, 3273, 3735.69, 0, 0, 0, 0, 29.7623, 59.1865, 83.2662, 166.882, 29.7623, 59.1865, 0, 0, 83.2662, 0, 29.7623, 1.30983E-005, 27.788, 0.924014, 28.712, 1.05024, 0, 0, 0, 0, 29.7623, 0, 0, 0, 0, 0, 0, 29.7623, 0, 0, 0, 0, 0, 0, 1.30983E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1920.23, 0, 0, 0, 0, 0, 0
1856, 2196.66, 462.699, 3356.23, 3549.99, 2159.59, 1188, 3273, 3735.69, 0, 0, 0, 0, 37.0437, 73.8331, 83.2662, 166.882, 37.0437, 73.8331, 0, 0, 83.2662, 0, 37.0437, 1.55212E-005, 34.5611, 1.16786, 35.7289, 1.31473, 0, 0, 0, 0, 37.0437, 0, 0, 0, 0, 0, 0, 37.0437, 0, 0, 0, 0, 0, 0, 1.55212E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2159.59, 0, 0, 0, 0, 0, 0
1857, 2274.59, 500.557, 3356.23, 3549.99, 2235.46, 1230.07, 3273, 3735.69, 0, 0, 0, 0, 39.1403, 78.0385, 83.2662, 166.882, 39.1403, 78.0385, 0, 0, 83.2662, 0, 39.1403, 1.62199E-005, 36.5102, 1.23998, 37.7502, 1.39006, 0, 0, 0, 0, 39.1403, 0, 0, 0, 0, 0, 0, 39.1403, 0, 0, 0, 0, 0, 0, 1.62199E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2235.46, 0, 0, 0, 0, 0, 0
1858, 2345.52, 545.055, 3356.23, 3549.99, 2304.02, 1267.73, 3273, 3735.69, 14.2315, 0, 14.065, 0, 41.509, 82.8049, 83.2662, 166.882, 41.509, 82.8049, 0, 0, 83.2662, 0, 41.509, 1.70068E-005, 38.7107, 1.32228, 40.033, 1.47602, 0, 0, 0, 0, 41.509, 0, 0, 0, 0, 0, 0, 41.509, 0, 0, 0, 0, 0, 0, 1.70068E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2304.02, 0, 0, 0, 0, 0, 0
1859, 2372.66, 562.111, 3356.23, 3549.99, 2330.28, 1282.11, 3273, 3735.69, 43.7498, 0, 43.7756, 0, 42.4396, 84.6775, 83.2662, 166.882, 42.4396, 84.6775, 0, 0, 83.2662, 0, 42.4396, 1.73182E-005, 39.5756, 1.35436, 40.93, 1.50964, 0, 0, 0, 0, 42.4396, 0, 0, 0, 0, 0, 0, 42.4396, 0, 0, 0, 0, 0, 0, 1.73182E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2330.28, 0, 0, 0, 0, 0, 0
1860, 2417.84, 590.555, 3356.23, 3549.99, 2373.92, 1306.04, 3273, 3735.69, 92.8747, 0, 94.8303, 0, 44.0203, 87.8582, 83.2662, 166.882, 44.0203, 87.8582, 0, 0, 83.2662, 0, 44.0203, 1.78555E-005, 41.0449, 1.40883, 42.4537, 1.56656, 0, 0, 0, 0, 44.0203, 0, 0, 0, 0, 0, 0, 44.0203, 0, 0, 0, 0, 0, 0, 1.78555E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2373.92, 0, 0, 0, 0, 0, 0
1861, 2400.19, 579.438, 3356.23, 3549.99, 2356.75, 1296.71, 3273, 3735.69, 73.763, 0, 74.7245, 0, 43.3993, 86.6091, 83.2662, 166.882, 43.3993, 86.6091, 0, 0, 83.2662, 0, 43.3993, 1.76442E-005, 40.4671, 1.38791, 41.855, 1.54427, 0, 0, 0, 0, 43.3993, 0, 0, 0, 0, 0, 0, 43.3993, 0, 0, 0, 0, 0, 0, 1.76442E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2356.75, 0, 0, 0, 0, 0, 0
1862, 2391.52, 573.98, 3356.23, 3549.99, 2348.4, 1292.11, 3273, 3735.69, 64.3214, 0, 64.9075, 0, 43.0957, 85.9979, 83.2662, 166.882, 43.0957, 85.9979, 0, 0, 83.2662, 0, 43.0956, 1.75409E-005, 40.185, 1.37734, 41.5623, 1.53333, 0, 0, 0, 0, 43.0957, 0, 0, 0, 0, 0, 0, 43.0956, 0, 0, 0, 0, 0, 0, 1.75409E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2348.4, 0, 0, 0, 0, 0, 0
1863, 2369.55, 560.16, 3356.23, 3549.99, 2327.17, 1280.47, 3273, 3735.69, 40.4353, 0, 40.4015, 0, 42.3334, 84.464, 83.2662, 166.882, 42.3334, 84.464, 0, 0, 83.2662, 0, 42.3334, 1.72818E-005, 39.4765, 1.35107, 40.8275, 1.50584, 0, 0, 0, 0, 42.3334, 0, 0, 0, 0, 0, 0, 42.3334, 0, 0, 0, 0, 0, 0, 1.72818E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2327.17, 0, 0, 0, 0, 0, 0
1864, 2357.92, 552.842, 3356.23, 3549.99, 2315.96, 1274.3, 3273, 3735.69, 27.7501, 0, 27.5808, 0, 41.9328, 83.6578, 83.2662, 166.882, 41.9328, 83.6578, 0, 0, 83.2662, 0, 41.9328, 1.7149E-005, 39.1043, 1.33711, 40.4414, 1.49136, 0, 0, 0, 0, 41.9328, 0, 0, 0, 0, 0, 0, 41.9328, 0, 0, 0, 0, 0, 0, 1.7149E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2315.96, 0, 0, 0, 0, 0, 0
1865, 2365.29, 557.476, 3356.23, 3549.99, 2323.12, 1278.2, 3273, 3735.69, 35.7524, 0, 35.654, 0, 42.1858, 84.1667, 83.2662, 166.882, 42.1858, 84.1667, 0, 0, 83.2662, 0, 42.1857, 1.72359E-005, 39.3395, 1.34573, 40.6853, 1.50049, 0, 0, 0, 0, 42.1858, 0, 0, 0, 0, 0, 0, 42.1857, 0, 0, 0, 0, 0, 0, 1.72359E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2323.12, 0, 0, 0, 0, 0, 0
1866, 2425.1, 595.133, 3356.23, 3549.99, 2380.83, 1309.9, 3273, 3735.69, 100.819, 0, 103.271, 0, 44.2787, 88.3787, 83.2662, 166.882, 44.2787, 88.3787, 0, 0, 83.2662, 0, 44.2787, 1.79397E-005, 41.2847, 1.41807, 42.7028, 1.57589, 0, 0, 0, 0, 44.2787, 0, 0, 0, 0, 0, 0, 44.2787, 0, 0, 0, 0, 0, 0, 1.79397E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2380.83, 0, 0, 0, 0, 0, 0
1867, 2760.19, 793.248, 3356.23, 3549.99, 2703.67, 1487.65, 3273, 3735.69, 446.836, 0, 522.226, 0, 56.5355, 113.033, 83.2662, 166.882, 56.5355, 113.033, 0, 0, 83.2662, 0, 56.5354, 2.22216E-005, 52.6838, 1.84654, 54.5304, 2.00506, 0, 0, 0, 0, 56.5355, 0, 0, 0, 0, 0, 0, 56.5354, 0, 0, 0, 0, 0, 0, 2.22216E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2703.67, 0, 0, 0, 0, 0, 0
1868, 2841.32, 845.157, 3356.23, 3549.99, 2781.4, 1530.31, 3273, 3735.69, 534.08, 0, 643.837, 0, 59.9412, 119.89, 83.2662, 166.882, 59.9412, 119.89, 0, 0, 83.2662, 0, 59.9411, 2.34244E-005, 55.8549, 1.96197, 57.8169, 2.12427, 0, 0, 0, 0, 59.9412, 0, 0, 0, 0, 0, 0, 59.9411, 0, 0, 0, 0, 0, 0, 2.34244E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2781.4, 0, 0, 0, 0, 0, 0
1869, 2720.03, 767.616, 3356.23, 3549.99, 2665.11, 1466.52, 3273, 3735.69, 403.542, 0, 464.273, 0, 54.8953, 109.731, 83.2662, 166.882, 54.8953, 109.731, 0, 0, 83.2662, 0, 54.8953, 2.16445E-005, 51.1571, 1.79074, 52.9478, 1.94746, 0, 0, 0, 0, 54.8953, 0, 0, 0, 0, 0, 0, 54.8953, 0, 0, 0, 0, 0, 0, 2.16445E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2665.11, 0, 0, 0, 0, 0, 0
1870, 2505.64, 631.526, 3356.23, 3549.99, 2459, 1353.34, 3273, 3735.69, 171.393, 0, 180.553, 0, 46.6488, 93.1293, 83.2662, 166.882, 46.6488, 93.1293, 0, 0, 83.2662, 0, 46.6487, 1.87954E-005, 43.4869, 1.50628, 44.9931, 1.6556, 0, 0, 0, 0, 46.6488, 0, 0, 0, 0, 0, 0, 46.6487, 0, 0, 0, 0, 0, 0, 1.87954E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2459, 0, 0, 0, 0, 0, 0
1871, 2165.16, 428.111, 3356.23, 3549.99, 2129.89, 1172.49, 3273, 3735.69, 0, 0, 0, 0, 35.2974, 70.2935, 83.2662, 166.882, 35.2974, 70.2935, 0, 0, 83.2662, 0, 35.2974, 1.48829E-005, 32.9253, 1.11766, 34.043, 1.25439, 0, 0, 0, 0, 35.2974, 0, 0, 0, 0, 0, 0, 35.2974, 0, 0, 0, 0, 0, 0, 1.48829E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2129.89, 0, 0, 0, 0, 0, 0
1872, 1837.29, 242.682, 3356.23, 3549.99, 1810.75, 996.678, 3273, 3735.69, 0, 0, 0, 0, 26.5339, 52.6723, 83.2662, 166.882, 26.5339, 52.6723, 0, 0, 83.2662, 0, 26.5339, 1.20538E-005, 24.8186, 0.785185, 25.6038, 0.930143, 0, 0, 0, 0, 26.5339, 0, 0, 0, 0, 0, 0, 26.5339, 0, 0, 0, 0, 0, 0, 1.20538E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1810.75, 0, 0, 0, 0, 0, 0
1873, 1634.56, 118.628, 3356.23, 3549.99, 1612.67, 887.806, 3273, 3735.69, 0, 0, 0, 0, 21.8858, 43.3306, 83.2662, 166.882, 21.8858, 43.3306, 0, 0, 83.2662, 0, 21.8858, 1.07232E-005, 20.5233, 0.614694, 21.138, 0.747783, 0, 0, 0, 0, 21.8858, 0, 0, 0, 0, 0, 0, 21.8858, 0, 0, 0, 0, 0, 0, 1.07232E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1612.67, 0, 0, 0, 0, 0, 0
1874, 1533.29, 57.0538, 3356.23, 3549.99, 1513.44, 833.25, 3273, 3735.69, 0, 0, 0, 0, 19.8441, 39.2284, 83.2662, 166.882, 19.8441, 39.2284, 0, 0, 83.2662, 0, 19.8441, 1.01744E-005, 18.6412, 0.53765, 19.1788, 0.665228, 0, 0, 0, 0, 19.8441, 0, 0, 0, 0, 0, 0, 19.8441, 0, 0, 0, 0, 0, 0, 1.01744E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1513.44, 0, 0, 0, 0, 0, 0
1875, 1467.82, 27.7834, 3356.23, 3549.99, 1449.11, 797.582, 3273, 3735.69, 0, 0, 0, 0, 18.7211, 36.9826, 83.2662, 166.882, 18.7211, 36.9826, 0, 0, 83.2662, 0, 18.7211, 9.83545E-006, 17.6028, 0.49708, 18.0999, 0.621256, 0, 0, 0, 0, 18.7211, 0, 0, 0, 0, 0, 0, 18.7211, 0, 0, 0, 0, 0, 0, 9.83545E-006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1449.11, 0, 0, 0, 0, 0, 0
1876, 1455.54, 20.3524, 3356.23, 3549.99, 1437.03, 790.958, 3273, 3735.69, 0, 0, 0, 0, 18.4969, 36.5322, 83.2662, 166.882, 18.4969, 36.5322, 0, 0, 83.2662, 0, 18.4969, 9.78015E-006, 17.3964, 0.488466, 17.8849, 0.611955, 0, 0, 0, 0, 18.4969, 0, 0, 0, 0, 0, 0, 18.4969, 0, 0, 0, 0, 0, 0, 9.78015E-006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1437.03, 0, 0, 0, 0, 0, 0
1877, 1500.55, 47.6102, 3356.23, 3549.99, 1481.22, 815.241, 3273, 3735.69, 0, 0, 0, 0, 19.3327, 38.2111, 83.2662, 166.882, 19.3327, 38.2111, 0, 0, 83.2662, 0, 19.3327, 9.99322E-006, 18.1657, 0.520565, 18.6863, 0.646413, 0, 0, 0, 0, 19.3327, 0, 0, 0, 0, 0, 0, 19.3327, 0, 0, 0, 0, 0, 0, 9.99322E-006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1481.22, 0, 0, 0, 0, 0, 0
1878, 1657.83, 143.265, 3356.23, 3549.99, 1635.28, 899.907, 3273, 3735.69, 0, 0, 0, 0, 22.5465, 44.6691, 83.2662, 166.882, 22.5465, 44.6691, 0, 0, 83.2662, 0, 22.5464, 1.08626E-005, 21.1286, 0.641973, 21.7706, 0.775893, 0, 0, 0, 0, 22.5465, 0, 0, 0, 0, 0, 0, 22.5464, 0, 0, 0, 0, 0, 0, 1.08626E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1635.28, 0, 0, 0, 0, 0, 0
1879, 1934.02, 306.212, 3356.23, 3549.99, 1904.67, 1047.99, 3273, 3735.69, 0, 0, 0, 0, 29.3292, 58.3156, 83.2662, 166.882, 29.3292, 58.3156, 0, 0, 83.2662, 0, 29.3291, 1.29617E-005, 27.3868, 0.908461, 28.2953, 1.03385, 0, 0, 0, 0, 29.3292, 0, 0, 0, 0, 0, 0, 29.3291, 0, 0, 0, 0, 0, 0, 1.29617E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1904.67, 0, 0, 0, 0, 0, 0
1880, 2196.16, 462.391, 3356.23, 3549.99, 2159.12, 1187.74, 3273, 3735.69, 0, 0, 0, 0, 37.028, 73.8016, 83.2662, 166.882, 37.028, 73.8016, 0, 0, 83.2662, 0, 37.028, 1.55163E-005, 34.5465, 1.16731, 35.7139, 1.31415, 0, 0, 0, 0, 37.028, 0, 0, 0, 0, 0, 0, 37.028, 0, 0, 0, 0, 0, 0, 1.55163E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2159.12, 0, 0, 0, 0, 0, 0
1881, 2285.06, 503.774, 3356.23, 3549.99, 2245.57, 1235.69, 3273, 3735.69, 0, 0, 0, 0, 39.4979, 78.7758, 83.2662, 166.882, 39.4979, 78.7758, 0, 0, 83.2662, 0, 39.4978, 1.63735E-005, 36.8248, 1.27149, 38.0963, 1.40155, 0, 0, 0, 0, 39.4979, 0, 0, 0, 0, 0, 0, 39.4978, 0, 0, 0, 0, 0, 0, 1.63735E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2245.57, 0, 0, 0, 0, 0, 0
1882, 2362.19, 552.19, 3356.23, 3549.99, 2320.1, 1276.62, 3273, 3735.69, 31.8699, 0, 31.7302, 0, 42.0906, 83.9934, 83.2662, 166.882, 42.0906, 83.9934, 0, 0, 83.2662, 0, 42.0906, 1.72373E-005, 39.2329, 1.3621, 40.595, 1.49552, 0, 0, 0, 0, 42.0906, 0, 0, 0, 0, 0, 0, 42.0906, 0, 0, 0, 0, 0, 0, 1.72373E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2320.1, 0, 0, 0, 0, 0, 0
1883, 2371.57, 558.09, 3356.23, 3549.99, 2329.18, 1281.59, 3273, 3735.69, 42.0796, 0, 42.0739, 0, 42.4135, 84.6433, 83.2662, 166.882, 42.4135, 84.6433, 0, 0, 83.2662, 0, 42.4135, 1.73453E-005, 39.5329, 1.37335, 40.9063, 1.50718, 0, 0, 0, 0, 42.4135, 0, 0, 0, 0, 0, 0, 42.4135, 0, 0, 0, 0, 0, 0, 1.73453E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2329.18, 0, 0, 0, 0, 0, 0
1884, 2396.99, 574.089, 3356.23, 3549.99, 2353.75, 1295.07, 3273, 3735.69, 69.7227, 0, 70.5161, 0, 43.2967, 86.4208, 83.2662, 166.882, 43.2967, 86.4208, 0, 0, 83.2662, 0, 43.2967, 1.76434E-005, 40.3537, 1.40397, 41.7577, 1.53902, 0, 0, 0, 0, 43.2967, 0, 0, 0, 0, 0, 0, 43.2967, 0, 0, 0, 0, 0, 0, 1.76434E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2353.75, 0, 0, 0, 0, 0, 0
